Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Last Update Time,Stage,Status,Note4,Likely Home Goal,Likely Away Goal,Projected Home Goal,Projected Away Goal,Win %,Draw %,Loss %,Guess Home,Guess Away,Dice Home,Dice Away,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),,,,,,,,,,,,,,,,,,,,,
12,"Monday, November 25, 2024",11/25/24 3:00 p.m.,11/25/24 8:00 p.m.,11/25/24 11:00 p.m.,11/26/24 12:00 a.m.,11/26/24 4:00 a.m.,Newcastle vs West Ham,St. James' Park,Newcastle,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.93,1.03,57.9%,21.9%,19.8%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
13,"Friday, November 29, 2024",11/29/24 3:00 p.m.,11/29/24 8:00 p.m.,11/29/24 11:00 p.m.,11/30/24 12:00 a.m.,11/30/24 4:00 a.m.,Brighton vs Southampton,American Express Stadium,Brighton,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,2.09,0.68,69.6%,18.9%,11.0%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
13,"Saturday, November 30, 2024",11/30/24 10:00 a.m.,11/30/24 3:00 p.m.,11/30/24 6:00 p.m.,11/30/24 7:00 p.m.,11/30/24 11:00 p.m.,Brentford vs Leicester City,Gtech Community Stadium,Brentford,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.87,1.10,55.0%,22.5%,22.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
13,"Saturday, November 30, 2024",11/30/24 10:00 a.m.,11/30/24 3:00 p.m.,11/30/24 6:00 p.m.,11/30/24 7:00 p.m.,11/30/24 11:00 p.m.,Crystal Palace vs Newcastle,Selhurst Park,Crystal Palace,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.99,1.12,31.9%,29.8%,38.2%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
13,"Saturday, November 30, 2024",11/30/24 10:00 a.m.,11/30/24 3:00 p.m.,11/30/24 6:00 p.m.,11/30/24 7:00 p.m.,11/30/24 11:00 p.m.,Nott'm Forest vs Ipswich Town,The City Ground,Nott'm Forest,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.66,1.18,48.6%,24.2%,27.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
13,"Saturday, November 30, 2024",11/30/24 10:00 a.m.,11/30/24 3:00 p.m.,11/30/24 6:00 p.m.,11/30/24 7:00 p.m.,11/30/24 11:00 p.m.,Wolves vs Bournemouth,Molineux Stadium,Wolves,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.31,1.23,38.5%,26.7%,34.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
13,"Saturday, November 30, 2024",11/30/24 12:30 p.m.,11/30/24 5:30 p.m.,11/30/24 8:30 p.m.,11/30/24 9:30 p.m.,12/1/24 1:30 a.m.,West Ham vs Arsenal,London Stadium,West Ham,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.87,1.90,16.7%,21.8%,61.2%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
13,"Sunday, December 01, 2024",12/1/24 8:30 a.m.,12/1/24 1:30 p.m.,12/1/24 4:30 p.m.,12/1/24 5:30 p.m.,12/1/24 9:30 p.m.,Chelsea vs Aston Villa,Stamford Bridge,Chelsea,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.22,1.25,35.7%,27.2%,37.1%,,,,,7:30,6:30,5:30,,,,,,,,,,,,,,,,,,,,,
13,"Sunday, December 01, 2024",12/1/24 8:30 a.m.,12/1/24 1:30 p.m.,12/1/24 4:30 p.m.,12/1/24 5:30 p.m.,12/1/24 9:30 p.m.,Man Utd vs Everton,Old Trafford,Man Utd,,,Everton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.14,1.12,59.9%,20.3%,19.1%,,,,,7:30,6:30,5:30,,,,,,,,,,,,,,,,,,,,,
13,"Sunday, December 01, 2024",12/1/24 8:30 a.m.,12/1/24 1:30 p.m.,12/1/24 4:30 p.m.,12/1/24 5:30 p.m.,12/1/24 9:30 p.m.,Spurs vs Fulham,Tottenham Hotspur Stadium,Spurs,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.82,1.41,46.9%,22.8%,30.0%,,,,,7:30,6:30,5:30,,,,,,,,,,,,,,,,,,,,,
13,"Sunday, December 01, 2024",12/1/24 11:00 a.m.,12/1/24 4:00 p.m.,12/1/24 7:00 p.m.,12/1/24 8:00 p.m.,12/2/24 12:00 a.m.,Liverpool vs Man City,Anfield,Liverpool,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.62,2.02,31.1%,21.4%,46.9%,,,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
14,"Tuesday, December 03, 2024",12/3/24 2:30 p.m.,12/3/24 7:30 p.m.,12/3/24 10:30 p.m.,12/3/24 11:30 p.m.,12/4/24 3:30 a.m.,Ipswich Town vs Crystal Palace,Portman Road,Ipswich Town,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.38,0.72,17.4%,43.0%,39.6%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Tuesday, December 03, 2024",12/3/24 3:15 p.m.,12/3/24 8:15 p.m.,12/3/24 11:15 p.m.,12/4/24 12:15 a.m.,12/4/24 4:15 a.m.,Leicester City vs West Ham,King Power Stadium,Leicester City,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.59,0.66,27.1%,41.0%,31.9%,,,,,14:15,13:15,12:15,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 2:30 p.m.,12/4/24 7:30 p.m.,12/4/24 10:30 p.m.,12/4/24 11:30 p.m.,12/5/24 3:30 a.m.,Everton vs Wolves,Goodison Park,Everton,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.65,0.65,29.8%,40.0%,30.2%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 2:30 p.m.,12/4/24 7:30 p.m.,12/4/24 10:30 p.m.,12/4/24 11:30 p.m.,12/5/24 3:30 a.m.,Man City vs Nott'm Forest,Etihad Stadium,Man City,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.20,0.28,60.4%,31.1%,8.5%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 2:30 p.m.,12/4/24 7:30 p.m.,12/4/24 10:30 p.m.,12/4/24 11:30 p.m.,12/5/24 3:30 a.m.,Newcastle vs Liverpool,St. James' Park,Newcastle,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.01,0.74,41.1%,33.0%,25.9%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 2:30 p.m.,12/4/24 7:30 p.m.,12/4/24 10:30 p.m.,12/4/24 11:30 p.m.,12/5/24 3:30 a.m.,Southampton vs Chelsea,St. Mary's Stadium,Southampton,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.71,0.76,29.8%,37.1%,33.1%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 3:15 p.m.,12/4/24 8:15 p.m.,12/4/24 11:15 p.m.,12/5/24 12:15 a.m.,12/5/24 4:15 a.m.,Arsenal vs Man Utd,Emirates Stadium,Arsenal,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.15,0.65,47.8%,31.4%,20.9%,,,,,14:15,13:15,12:15,,,,,,,,,,,,,,,,,,,,,
14,"Wednesday, December 04, 2024",12/4/24 3:15 p.m.,12/4/24 8:15 p.m.,12/4/24 11:15 p.m.,12/5/24 12:15 a.m.,12/5/24 4:15 a.m.,Aston Villa vs Brentford,Villa Park,Aston Villa,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.59,0.67,27.0%,40.8%,32.2%,,,,,14:15,13:15,12:15,,,,,,,,,,,,,,,,,,,,,
14,"Thursday, December 05, 2024",12/5/24 2:30 p.m.,12/5/24 7:30 p.m.,12/5/24 10:30 p.m.,12/5/24 11:30 p.m.,12/6/24 3:30 a.m.,Fulham vs Brighton,Craven Cottage,Fulham,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.75,1.66,16.7%,24.2%,58.9%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
14,"Thursday, December 05, 2024",12/5/24 3:15 p.m.,12/5/24 8:15 p.m.,12/5/24 11:15 p.m.,12/6/24 12:15 a.m.,12/6/24 4:15 a.m.,Bournemouth vs Spurs,Vitality Stadium,Bournemouth,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.94,1.05,31.6%,30.9%,37.4%,,,,,14:15,13:15,12:15,,,,,,,,,,,,,,,,,,,,,
15,"Saturday, December 07, 2024",12/7/24 7:30 a.m.,12/7/24 12:30 p.m.,12/7/24 3:30 p.m.,12/7/24 4:30 p.m.,12/7/24 8:30 p.m.,Everton vs Liverpool,Goodison Park,Everton,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.50,0.95,18.6%,36.0%,45.4%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
15,"Saturday, December 07, 2024",12/7/24 10:00 a.m.,12/7/24 3:00 p.m.,12/7/24 6:00 p.m.,12/7/24 7:00 p.m.,12/7/24 11:00 p.m.,Aston Villa vs Southampton,Villa Park,Aston Villa,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.83,0.31,45.9%,40.8%,13.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
15,"Saturday, December 07, 2024",12/7/24 10:00 a.m.,12/7/24 3:00 p.m.,12/7/24 6:00 p.m.,12/7/24 7:00 p.m.,12/7/24 11:00 p.m.,Brentford vs Newcastle,Gtech Community Stadium,Brentford,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.56,0.69,25.6%,40.8%,33.6%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
15,"Saturday, December 07, 2024",12/7/24 10:00 a.m.,12/7/24 3:00 p.m.,12/7/24 6:00 p.m.,12/7/24 7:00 p.m.,12/7/24 11:00 p.m.,Crystal Palace vs Man City,Selhurst Park,Crystal Palace,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.41,0.85,16.9%,39.3%,43.8%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
15,"Saturday, December 07, 2024",12/7/24 12:30 p.m.,12/7/24 5:30 p.m.,12/7/24 8:30 p.m.,12/7/24 9:30 p.m.,12/8/24 1:30 a.m.,Man Utd vs Nott'm Forest,Old Trafford,Man Utd,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.99,0.40,49.5%,35.7%,14.8%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
15,"Sunday, December 08, 2024",12/8/24 9:00 a.m.,12/8/24 2:00 p.m.,12/8/24 5:00 p.m.,12/8/24 6:00 p.m.,12/8/24 10:00 p.m.,Fulham vs Arsenal,Craven Cottage,Fulham,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.51,1.14,16.4%,32.1%,51.5%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
15,"Sunday, December 08, 2024",12/8/24 9:00 a.m.,12/8/24 2:00 p.m.,12/8/24 5:00 p.m.,12/8/24 6:00 p.m.,12/8/24 10:00 p.m.,Ipswich Town vs Bournemouth,Portman Road,Ipswich Town,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.99,0.67,42.2%,33.9%,23.9%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
15,"Sunday, December 08, 2024",12/8/24 9:00 a.m.,12/8/24 2:00 p.m.,12/8/24 5:00 p.m.,12/8/24 6:00 p.m.,12/8/24 10:00 p.m.,Leicester City vs Brighton,King Power Stadium,Leicester City,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.91,0.89,34.3%,32.9%,32.9%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
15,"Sunday, December 08, 2024",12/8/24 11:30 a.m.,12/8/24 4:30 p.m.,12/8/24 7:30 p.m.,12/8/24 8:30 p.m.,12/9/24 12:30 a.m.,Spurs vs Chelsea,Tottenham Hotspur Stadium,Spurs,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.68,0.89,26.1%,35.5%,38.3%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
15,"Monday, December 09, 2024",12/9/24 3:00 p.m.,12/9/24 8:00 p.m.,12/9/24 11:00 p.m.,12/10/24 12:00 a.m.,12/10/24 4:00 a.m.,West Ham vs Wolves,London Stadium,West Ham,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.41,0.66,55.0%,27.4%,17.5%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
16,"Saturday, December 14, 2024",12/14/24 10:00 a.m.,12/14/24 3:00 p.m.,12/14/24 6:00 p.m.,12/14/24 7:00 p.m.,12/14/24 11:00 p.m.,Arsenal vs Everton,Emirates Stadium,Arsenal,,,Everton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.00,0.99,60.3%,21.1%,18.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
16,"Saturday, December 14, 2024",12/14/24 10:00 a.m.,12/14/24 3:00 p.m.,12/14/24 6:00 p.m.,12/14/24 7:00 p.m.,12/14/24 11:00 p.m.,Liverpool vs Fulham,Anfield,Liverpool,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.30,0.97,66.3%,18.3%,14.4%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
16,"Saturday, December 14, 2024",12/14/24 10:00 a.m.,12/14/24 3:00 p.m.,12/14/24 6:00 p.m.,12/14/24 7:00 p.m.,12/14/24 11:00 p.m.,Newcastle vs Leicester City,St. James' Park,Newcastle,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.18,0.83,67.7%,18.8%,12.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
16,"Saturday, December 14, 2024",12/14/24 10:00 a.m.,12/14/24 3:00 p.m.,12/14/24 6:00 p.m.,12/14/24 7:00 p.m.,12/14/24 11:00 p.m.,Wolves vs Ipswich Town,Molineux Stadium,Wolves,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.12,1.01,38.0%,29.7%,32.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
16,"Saturday, December 14, 2024",12/14/24 12:30 p.m.,12/14/24 5:30 p.m.,12/14/24 8:30 p.m.,12/14/24 9:30 p.m.,12/15/24 1:30 a.m.,Nott'm Forest vs Aston Villa,The City Ground,Nott'm Forest,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.78,1.76,16.3%,23.0%,60.5%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
16,"Sunday, December 15, 2024",12/15/24 9:00 a.m.,12/15/24 2:00 p.m.,12/15/24 5:00 p.m.,12/15/24 6:00 p.m.,12/15/24 10:00 p.m.,Brighton vs Crystal Palace,American Express Stadium,Brighton,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.82,1.10,53.8%,23.0%,22.9%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
16,"Sunday, December 15, 2024",12/15/24 11:30 a.m.,12/15/24 4:30 p.m.,12/15/24 7:30 p.m.,12/15/24 8:30 p.m.,12/16/24 12:30 a.m.,Man City vs Man Utd,Etihad Stadium,Man City,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.30,1.19,61.3%,19.2%,18.6%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
16,"Sunday, December 15, 2024",12/15/24 2:00 p.m.,12/15/24 7:00 p.m.,12/15/24 10:00 p.m.,12/15/24 11:00 p.m.,12/16/24 3:00 a.m.,Chelsea vs Brentford,Stamford Bridge,Chelsea,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.40,1.34,38.5%,25.6%,35.9%,,,,,13:00,12:00,11:00,,,,,,,,,,,,,,,,,,,,,
16,"Sunday, December 15, 2024",12/15/24 2:00 p.m.,12/15/24 7:00 p.m.,12/15/24 10:00 p.m.,12/15/24 11:00 p.m.,12/16/24 3:00 a.m.,Southampton vs Spurs,St. Mary's Stadium,Southampton,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.29,1.93,25.4%,22.1%,52.0%,,,,,13:00,12:00,11:00,,,,,,,,,,,,,,,,,,,,,
16,"Monday, December 16, 2024",12/16/24 3:00 p.m.,12/16/24 8:00 p.m.,12/16/24 11:00 p.m.,12/17/24 12:00 a.m.,12/17/24 4:00 a.m.,Bournemouth vs West Ham,Vitality Stadium,Bournemouth,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.16,1.58,27.9%,24.9%,47.1%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
17,"Saturday, December 21, 2024",12/21/24 7:30 a.m.,12/21/24 12:30 p.m.,12/21/24 3:30 p.m.,12/21/24 4:30 p.m.,12/21/24 8:30 p.m.,Aston Villa vs Man City,Villa Park,Aston Villa,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.94,1.60,22.1%,25.1%,52.7%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
17,"Saturday, December 21, 2024",12/21/24 10:00 a.m.,12/21/24 3:00 p.m.,12/21/24 6:00 p.m.,12/21/24 7:00 p.m.,12/21/24 11:00 p.m.,Brentford vs Nott'm Forest,Gtech Community Stadium,Brentford,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.75,0.87,57.8%,23.4%,18.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
17,"Saturday, December 21, 2024",12/21/24 10:00 a.m.,12/21/24 3:00 p.m.,12/21/24 6:00 p.m.,12/21/24 7:00 p.m.,12/21/24 11:00 p.m.,Ipswich Town vs Newcastle,Portman Road,Ipswich Town,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.78,2.25,11.5%,17.8%,69.8%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
17,"Saturday, December 21, 2024",12/21/24 10:00 a.m.,12/21/24 3:00 p.m.,12/21/24 6:00 p.m.,12/21/24 7:00 p.m.,12/21/24 11:00 p.m.,West Ham vs Brighton,London Stadium,West Ham,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.97,1.58,23.2%,25.2%,51.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
17,"Saturday, December 21, 2024",12/21/24 12:30 p.m.,12/21/24 5:30 p.m.,12/21/24 8:30 p.m.,12/21/24 9:30 p.m.,12/22/24 1:30 a.m.,Crystal Palace vs Arsenal,Selhurst Park,Crystal Palace,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.93,1.71,20.2%,23.8%,55.7%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
17,"Sunday, December 22, 2024",12/22/24 9:00 a.m.,12/22/24 2:00 p.m.,12/22/24 5:00 p.m.,12/22/24 6:00 p.m.,12/22/24 10:00 p.m.,Everton vs Chelsea,Goodison Park,Everton,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.17,1.63,27.3%,24.5%,48.0%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
17,"Sunday, December 22, 2024",12/22/24 9:00 a.m.,12/22/24 2:00 p.m.,12/22/24 5:00 p.m.,12/22/24 6:00 p.m.,12/22/24 10:00 p.m.,Fulham vs Southampton,Craven Cottage,Fulham,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.81,1.12,53.1%,23.1%,23.5%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
17,"Sunday, December 22, 2024",12/22/24 9:00 a.m.,12/22/24 2:00 p.m.,12/22/24 5:00 p.m.,12/22/24 6:00 p.m.,12/22/24 10:00 p.m.,Leicester City vs Wolves,King Power Stadium,Leicester City,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.56,1.15,46.7%,25.1%,28.0%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
17,"Sunday, December 22, 2024",12/22/24 9:00 a.m.,12/22/24 2:00 p.m.,12/22/24 5:00 p.m.,12/22/24 6:00 p.m.,12/22/24 10:00 p.m.,Man Utd vs Bournemouth,Old Trafford,Man Utd,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.19,0.84,67.4%,18.7%,13.1%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
17,"Sunday, December 22, 2024",12/22/24 11:30 a.m.,12/22/24 4:30 p.m.,12/22/24 7:30 p.m.,12/22/24 8:30 p.m.,12/23/24 12:30 a.m.,Spurs vs Liverpool,Tottenham Hotspur Stadium,Spurs,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.56,2.14,28.1%,20.8%,50.4%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 7:30 a.m.,12/26/24 12:30 p.m.,12/26/24 3:30 p.m.,12/26/24 4:30 p.m.,12/26/24 8:30 p.m.,Man City vs Everton,Etihad Stadium,Man City,,,Everton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,1.87,0.38,73.6%,19.4%,6.7%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 10:00 a.m.,12/26/24 3:00 p.m.,12/26/24 6:00 p.m.,12/26/24 7:00 p.m.,12/26/24 11:00 p.m.,Bournemouth vs Crystal Palace,Vitality Stadium,Bournemouth,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.54,1.04,19.0%,33.9%,47.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 10:00 a.m.,12/26/24 3:00 p.m.,12/26/24 6:00 p.m.,12/26/24 7:00 p.m.,12/26/24 11:00 p.m.,Chelsea vs Fulham,Stamford Bridge,Chelsea,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.94,0.65,40.9%,34.8%,24.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 10:00 a.m.,12/26/24 3:00 p.m.,12/26/24 6:00 p.m.,12/26/24 7:00 p.m.,12/26/24 11:00 p.m.,Newcastle vs Aston Villa,St. James' Park,Newcastle,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.14,0.79,43.9%,30.8%,25.2%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 10:00 a.m.,12/26/24 3:00 p.m.,12/26/24 6:00 p.m.,12/26/24 7:00 p.m.,12/26/24 11:00 p.m.,Nott'm Forest vs Spurs,The City Ground,Nott'm Forest,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.91,1.11,29.4%,30.5%,40.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 10:00 a.m.,12/26/24 3:00 p.m.,12/26/24 6:00 p.m.,12/26/24 7:00 p.m.,12/26/24 11:00 p.m.,Southampton vs West Ham,St. Mary's Stadium,Southampton,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.65,1.20,20.0%,30.6%,49.4%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 12:30 p.m.,12/26/24 5:30 p.m.,12/26/24 8:30 p.m.,12/26/24 9:30 p.m.,12/27/24 1:30 a.m.,Wolves vs Man Utd,Molineux Stadium,Wolves,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.54,1.09,18.1%,33.0%,48.9%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
18,"Thursday, December 26, 2024",12/26/24 3:00 p.m.,12/26/24 8:00 p.m.,12/26/24 11:00 p.m.,12/27/24 12:00 a.m.,12/27/24 4:00 a.m.,Liverpool vs Leicester City,Anfield,Liverpool,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.40,0.63,55.7%,27.5%,16.7%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
18,"Friday, December 27, 2024",12/27/24 2:30 p.m.,12/27/24 7:30 p.m.,12/27/24 10:30 p.m.,12/27/24 11:30 p.m.,12/28/24 3:30 a.m.,Brighton vs Brentford,American Express Stadium,Brighton,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.61,1.19,46.8%,24.7%,28.4%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
18,"Friday, December 27, 2024",12/27/24 3:15 p.m.,12/27/24 8:15 p.m.,12/27/24 11:15 p.m.,12/28/24 12:15 a.m.,12/28/24 4:15 a.m.,Arsenal vs Ipswich Town,Emirates Stadium,Arsenal,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,2.27,0.68,72.5%,17.1%,9.6%,,,,,14:15,13:15,12:15,,,,,,,,,,,,,,,,,,,,,
